# gmm-est --mix-up=3080 --power=0.25 --write-occs=exp/tri1/5.occs exp/tri1/4.mdl "gmm-sum-accs - exp/tri1/4.*.acc |" exp/tri1/5.mdl 
# Started at Tue Mar 15 14:45:43 PST 2022
#
gmm-est --mix-up=3080 --power=0.25 --write-occs=exp/tri1/5.occs exp/tri1/4.mdl 'gmm-sum-accs - exp/tri1/4.*.acc |' exp/tri1/5.mdl 
gmm-sum-accs - exp/tri1/4.1.acc 
LOG (gmm-sum-accs[5.5.986~1-5caf25]:main():gmm-sum-accs.cc:63) Summed 1 stats, total count 26167, avg like/frame -93.6868
LOG (gmm-sum-accs[5.5.986~1-5caf25]:main():gmm-sum-accs.cc:66) Total count of stats is 26167
LOG (gmm-sum-accs[5.5.986~1-5caf25]:main():gmm-sum-accs.cc:67) Written stats to -
LOG (gmm-est[5.5.986~1-5caf25]:MleUpdate():transition-model.cc:528) TransitionModel::Update, objf change is 0 per frame over 26167 frames. 
LOG (gmm-est[5.5.986~1-5caf25]:MleUpdate():transition-model.cc:531) 6 probabilities floored, 364 out of 474 transition-states skipped due to insuffient data (it is normal to have some skipped.)
LOG (gmm-est[5.5.986~1-5caf25]:main():gmm-est.cc:102) Transition model update: Overall 0 log-like improvement per frame over 26167 frames.
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.004425, occupation count 6.841753, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005050, occupation count 7.807107, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.004457, occupation count 6.890945, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.006145, occupation count 9.499984, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005386, occupation count 8.326366, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.004774, occupation count 7.380218, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.003144, occupation count 4.861165, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005697, occupation count 8.807395, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005988, occupation count 9.257660, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005718, occupation count 8.839993, vector size 39)
WARNING (gmm-est[5.5.986~1-5caf25]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.006133, occupation count 9.480865, vector size 39)
